NodeName=node61|Arch=x86_64|CoresPerSocket=6|CPUAlloc=12|CPUErr=0|CPUTot=12|CPULoad=1.24|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node61|NodeHostName=node61|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=19650|Sockets=2|Boards=1|State=ALLOCATED|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=jciarlo(7647)|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:21|SlurmdStartTime=2020-03-06T14:56:48|CfgTRES=cpu=12,mem=31955M|AllocTRES=cpu=12|CapWatts=n/a|CurrentWatts=38|LowestJoules=71584|ConsumedJoules=18727986|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node62|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node62|NodeHostName=node62|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=31298|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:45|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=18|LowestJoules=95752|ConsumedJoules=17258154|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node63|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.02|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node63|NodeHostName=node63|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30557|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:44|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=21|LowestJoules=66363|ConsumedJoules=17486728|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node64|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.03|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node64|NodeHostName=node64|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=31145|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:23|SlurmdStartTime=2020-03-06T14:56:37|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=22|LowestJoules=12784|ConsumedJoules=17567431|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node65|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node65|NodeHostName=node65|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30570|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-16T14:03:45|SlurmdStartTime=2020-03-06T14:56:44|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=19|LowestJoules=84617|ConsumedJoules=16750641|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node66|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node66|NodeHostName=node66|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=31213|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-16T14:03:46|SlurmdStartTime=2020-03-06T14:56:43|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=19|LowestJoules=107149|ConsumedJoules=14322758|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node67|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node67|NodeHostName=node67|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=31224|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-16T14:03:48|SlurmdStartTime=2020-03-06T14:56:46|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=20|LowestJoules=38036|ConsumedJoules=14028406|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node68|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node68|NodeHostName=node68|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30786|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-12-20T09:18:16|SlurmdStartTime=2020-03-06T14:56:48|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=24|LowestJoules=30240|ConsumedJoules=15357173|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node69|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node69|NodeHostName=node69|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=31212|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-16T14:03:49|SlurmdStartTime=2020-03-06T14:56:49|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=18|LowestJoules=99385|ConsumedJoules=13446973|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node70|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node70|NodeHostName=node70|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30865|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-16T14:03:50|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=19|LowestJoules=54174|ConsumedJoules=13243008|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node71|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node71|NodeHostName=node71|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=31110|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-02-19T23:00:45|SlurmdStartTime=2020-03-06T14:56:44|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=20|LowestJoules=101474|ConsumedJoules=13750288|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node72|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node72|NodeHostName=node72|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30731|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:43|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=20|LowestJoules=52708|ConsumedJoules=12914289|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node73|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node73|NodeHostName=node73|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30615|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:56|SlurmdStartTime=2020-03-06T14:56:43|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=22|LowestJoules=34964|ConsumedJoules=14400700|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node74|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node74|NodeHostName=node74|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30937|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=19|LowestJoules=99636|ConsumedJoules=12878325|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node75|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node75|NodeHostName=node75|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30929|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=20|LowestJoules=61345|ConsumedJoules=12745950|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node76|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.09|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node76|NodeHostName=node76|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30077|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=19|LowestJoules=41140|ConsumedJoules=12505592|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node77|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node77|NodeHostName=node77|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30590|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:20|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=23|LowestJoules=64652|ConsumedJoules=13575803|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node78|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node78|NodeHostName=node78|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30497|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=20|LowestJoules=75885|ConsumedJoules=12129021|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node79|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.04|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node79|NodeHostName=node79|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30351|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=16|LowestJoules=29173|ConsumedJoules=12640532|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node80|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node80|NodeHostName=node80|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30247|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:09:01|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=19|LowestJoules=59491|ConsumedJoules=12010389|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node81|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node81|NodeHostName=node81|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30243|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:09:02|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=17|LowestJoules=92728|ConsumedJoules=11655221|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node82|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node82|NodeHostName=node82|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30247|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:09:03|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=20|LowestJoules=38603|ConsumedJoules=12824678|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node83|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.03|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node83|NodeHostName=node83|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30360|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:09:04|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=25|LowestJoules=68341|ConsumedJoules=13001313|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node84|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.02|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node84|NodeHostName=node84|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30176|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:09:05|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=17|LowestJoules=81566|ConsumedJoules=12115901|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node85|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node85|NodeHostName=node85|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30305|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-12-20T09:18:04|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=21|LowestJoules=76279|ConsumedJoules=13136672|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node86|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.02|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node86|NodeHostName=node86|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=29466|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:09:07|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=21|LowestJoules=20626|ConsumedJoules=12826230|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node87|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node87|NodeHostName=node87|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=29488|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:09:08|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=19|LowestJoules=39519|ConsumedJoules=11964423|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node88|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node88|NodeHostName=node88|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=29474|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-11-28T11:54:52|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=21|LowestJoules=20647|ConsumedJoules=13817351|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node89|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node89|NodeHostName=node89|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=29496|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-16T14:03:51|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=19|LowestJoules=35098|ConsumedJoules=11953022|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node90|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.02|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node90|NodeHostName=node90|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=29489|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:09:11|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=20|LowestJoules=52370|ConsumedJoules=12342929|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node91|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node91|NodeHostName=node91|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=29945|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-11-22T09:43:10|SlurmdStartTime=2020-03-06T14:56:35|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=24|LowestJoules=15209|ConsumedJoules=13540635|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
NodeName=node92|Arch=x86_64|CoresPerSocket=6|CPUAlloc=0|CPUErr=0|CPUTot=12|CPULoad=0.01|AvailableFeatures=infiniband,32gb,sandybridge-ep,e5-2620|ActiveFeatures=infiniband,32gb,sandybridge-ep,e5-2620|Gres=(null)|NodeAddr=node92|NodeHostName=node92|Version=17.02|OS=Linux|RealMemory=31955|AllocMem=0|FreeMem=30068|Sockets=2|Boards=1|State=IDLE|ThreadsPerCore=1|TmpDisk=9951|Weight=1|Owner=N/A|MCS_label=N/A|Partitions=esp|BootTime=2019-10-17T14:52:22|SlurmdStartTime=2020-03-06T14:56:36|CfgTRES=cpu=12,mem=31955M|AllocTRES=|CapWatts=n/a|CurrentWatts=18|LowestJoules=17571|ConsumedJoules=12239200|ExtSensorsJoules=n/s|ExtSensorsWatts=0|ExtSensorsTemp=n/s
